[0] 8 (BeginString) = FIX4.4, [1] 9 (BodyLength) = 0012220
[102] 594 (UnderlyingLocaleOfIssue) = justo, [103] 247 (UnderlyingRedemptionDate) = 20180528-15:05:55.851
[104] 316 (UnderlyingStrikePrice) = 57895, [105] 941 (UnderlyingStrikeCurrency) = 80935
[106] 317 (UnderlyingOptAttribute) = ut, [107] 436 (UnderlyingContractMultiplier) = 46564
[108] 435 (UnderlyingCouponRate) = 71729, [109] 308 (UnderlyingSecurityExchange) = nibh
[110] 306 (UnderlyingIssuer) = at., [111] 362 (EncodedUnderlyingIssuerLen) = 20
[112] 363 (EncodedUnderlyingIssuer) = QmYDIcTAQGTJHSyfRRFZ, [113] 307 (UnderlyingSecurityDesc) = fermentum
[114] 364 (EncodedUnderlyingSecurityDescLen) = 20, [115] 365 (EncodedUnderlyingSecurityDesc) = kh4rBkHeEmw2rB56KqcY
[116] 877 (UnderlyingCPProgram) = risus,, [117] 878 (UnderlyingCPRegType) = placerat
[118] 318 (UnderlyingCurrency) = 39410, [119] 879 (UnderlyingQty) = 28926
[120] 810 (UnderlyingPx) = 67995, [121] 882 (UnderlyingDirtyPrice) = 67754
[122] 883 (UnderlyingEndPrice) = 1584, [123] 884 (UnderlyingStartValue) = 38368
[124] 885 (UnderlyingCurrentValue) = 89574, [125] 886 (UnderlyingEndValue) = 11783
[126] 887 (NoUnderlyingStips) = 3, [127] 888 (UnderlyingStipType) = luctus
[128] 889 (UnderlyingStipValue) = Vivamus, [129] 888 (UnderlyingStipType) = mi
[130] 889 (UnderlyingStipValue) = arcu, [131] 888 (UnderlyingStipType) = rhoncus
[132] 889 (UnderlyingStipValue) = amet, [133] 311 (UnderlyingSymbol) = sit
[134] 312 (UnderlyingSymbolSfx) = eleifend, [135] 309 (UnderlyingSecurityID) = massa.
[136] 305 (UnderlyingSecurityIDSource) = metus, [137] 457 (NoUnderlyingSecurityAltID) = 2
[138] 458 (UnderlyingSecurityAltID) = maximus, [139] 459 (UnderlyingSecurityAltIDSource) = facilisis
[140] 458 (UnderlyingSecurityAltID) = ornare, [141] 459 (UnderlyingSecurityAltIDSource) = magna.
[142] 462 (UnderlyingProduct) = 75901, [143] 463 (UnderlyingCFICode) = non
[144] 310 (UnderlyingSecurityType) = at, [145] 763 (UnderlyingSecuritySubType) = hendrerit
[146] 313 (UnderlyingMaturityMonthYear) = Pellentesque, [147] 542 (UnderlyingMaturityDate) = 20180528-15:05:55.851
[148] 315 (UnderlyingPutOrCall) = 36402, [149] 241 (UnderlyingCouponPaymentDate) = 20180528-15:05:55.851
[150] 242 (UnderlyingIssueDate) = 20180528-15:05:55.851, [151] 243 (UnderlyingRepoCollateralSecurityType) = arcu,
[152] 244 (UnderlyingRepurchaseTerm) = 96193, [153] 245 (UnderlyingRepurchaseRate) = 57197
[154] 246 (UnderlyingFactor) = 89851, [155] 256 (UnderlyingCreditRating) = eu
[156] 595 (UnderlyingInstrRegistry) = vitae,, [157] 592 (UnderlyingCountryOfIssue) = ut
[158] 593 (UnderlyingStateOrProvinceOfIssue) = Aliquam, [159] 594 (UnderlyingLocaleOfIssue) = erat
[160] 247 (UnderlyingRedemptionDate) = 20180528-15:05:55.851, [161] 316 (UnderlyingStrikePrice) = 56658
[162] 941 (UnderlyingStrikeCurrency) = 14943, [163] 317 (UnderlyingOptAttribute) = tellus
[164] 436 (UnderlyingContractMultiplier) = 66417, [165] 435 (UnderlyingCouponRate) = 18378
[166] 308 (UnderlyingSecurityExchange) = in, [167] 306 (UnderlyingIssuer) = nisi
[168] 362 (EncodedUnderlyingIssuerLen) = 20, [169] 363 (EncodedUnderlyingIssuer) = Hc2uBdOuZ3A0vTDbKyNT
[170] 307 (UnderlyingSecurityDesc) = Interdum, [171] 364 (EncodedUnderlyingSecurityDescLen) = 20
[172] 365 (EncodedUnderlyingSecurityDesc) = gg6wYjMgnNRdI38riSvD, [173] 877 (UnderlyingCPProgram) = malesuada
[174] 878 (UnderlyingCPRegType) = ac, [175] 318 (UnderlyingCurrency) = 42783
[176] 879 (UnderlyingQty) = 68063, [177] 810 (UnderlyingPx) = 70653
[178] 882 (UnderlyingDirtyPrice) = 21224, [179] 883 (UnderlyingEndPrice) = 91919
[180] 884 (UnderlyingStartValue) = 6174, [181] 885 (UnderlyingCurrentValue) = 54958
[182] 886 (UnderlyingEndValue) = 21674, [183] 887 (NoUnderlyingStips) = 3
[184] 888 (UnderlyingStipType) = ipsum, [185] 889 (UnderlyingStipValue) = in
[186] 888 (UnderlyingStipType) = Ut, [187] 889 (UnderlyingStipValue) = massa
[188] 888 (UnderlyingStipType) = cursus, [189] 889 (UnderlyingStipValue) = Vivamus
[190] 311 (UnderlyingSymbol) = convallis, [191] 312 (UnderlyingSymbolSfx) = nec
[192] 309 (UnderlyingSecurityID) = urna, [193] 305 (UnderlyingSecurityIDSource) = vitae.
[194] 457 (NoUnderlyingSecurityAltID) = 1, [195] 458 (UnderlyingSecurityAltID) = erat
[196] 459 (UnderlyingSecurityAltIDSource) = In, [197] 462 (UnderlyingProduct) = 56427
[198] 463 (UnderlyingCFICode) = feugiat, [199] 310 (UnderlyingSecurityType) = ut
[200] 763 (UnderlyingSecuritySubType) = Quisque, [201] 313 (UnderlyingMaturityMonthYear) = tortor
[202] 542 (UnderlyingMaturityDate) = 20180528-15:05:55.851, [203] 315 (UnderlyingPutOrCall) = 53834
[204] 241 (UnderlyingCouponPaymentDate) = 20180528-15:05:55.851, [205] 242 (UnderlyingIssueDate) = 20180528-15:05:55.851
[206] 243 (UnderlyingRepoCollateralSecurityType) = est, [207] 244 (UnderlyingRepurchaseTerm) = 79503
[208] 245 (UnderlyingRepurchaseRate) = 51056, [209] 246 (UnderlyingFactor) = 26660
[210] 256 (UnderlyingCreditRating) = Lorem, [211] 595 (UnderlyingInstrRegistry) = dolor
[212] 592 (UnderlyingCountryOfIssue) = amet,, [213] 593 (UnderlyingStateOrProvinceOfIssue) = adipiscing
[214] 594 (UnderlyingLocaleOfIssue) = Nunc, [215] 247 (UnderlyingRedemptionDate) = 20180528-15:05:55.851
[216] 316 (UnderlyingStrikePrice) = 70012, [217] 941 (UnderlyingStrikeCurrency) = 74872
[218] 317 (UnderlyingOptAttribute) = orci,, [219] 436 (UnderlyingContractMultiplier) = 95417
[220] 435 (UnderlyingCouponRate) = 73600, [221] 308 (UnderlyingSecurityExchange) = vel
[222] 306 (UnderlyingIssuer) = sed,, [223] 362 (EncodedUnderlyingIssuerLen) = 20
[224] 363 (EncodedUnderlyingIssuer) = zodnsL7Nonz6OXdRUdOT, [225] 307 (UnderlyingSecurityDesc) = cursus
[226] 364 (EncodedUnderlyingSecurityDescLen) = 20, [227] 365 (EncodedUnderlyingSecurityDesc) = N26SQqtJiRxgzcIBzIVJ
[228] 877 (UnderlyingCPProgram) = Aenean, [229] 878 (UnderlyingCPRegType) = diam
[230] 318 (UnderlyingCurrency) = 73094, [231] 879 (UnderlyingQty) = 68661
[232] 810 (UnderlyingPx) = 14448, [233] 882 (UnderlyingDirtyPrice) = 73642
[234] 883 (UnderlyingEndPrice) = 99793, [235] 884 (UnderlyingStartValue) = 87292
[236] 885 (UnderlyingCurrentValue) = 98017, [237] 886 (UnderlyingEndValue) = 56268
[238] 887 (NoUnderlyingStips) = 2, [239] 888 (UnderlyingStipType) = Aenean
[240] 889 (UnderlyingStipValue) = viverra, [241] 888 (UnderlyingStipType) = non
[242] 889 (UnderlyingStipValue) = neque., [243] 140 (PrevClosePx) = 35346
[244] 303 (QuoteRequestType) = 1[MANUAL], [245] 537 (QuoteType) = 1[TRADEABLE]
[246] 336 (TradingSessionID) = arcu, [247] 625 (TradingSessionSubID) = dignissim
[248] 229 (TradeOriginationDate) = 20180528-15:05:55.851, [249] 54 (Side) = 2[SELL]
[250] 854 (QtyType) = [undefined], [251] 38 (OrderQty) = 39593
[252] 152 (CashOrderQty) = 37983, [253] 516 (OrderPercent) = 29187
[254] 468 (RoundingDirection) = 0[ROUND_TO_NEAREST], [255] 469 (RoundingModulus) = 65445
[256] 63 (SettlType) = 3[T_PLUS_2], [257] 64 (SettlDate) = 20180528-15:05:55.851
[258] 193 (SettlDate2) = 20180528-15:05:55.851, [259] 192 (OrderQty2) = 37078
[260] 15 (Currency) = 70725, [261] 232 (NoStipulations) = 1
[262] 233 (StipulationType) = ISSUER[ISSUERS_TICKER], [263] 234 (StipulationValue) = auctor
[264] 1 (Account) = maximus, [265] 660 (AcctIDSource) = 2[SID_CODE]
[266] 581 (AccountType) = 8[JOINT_BACKOFFICE_ACCOUNT], [267] 555 (NoLegs) = 1
[268] 600 (LegSymbol) = quam., [269] 601 (LegSymbolSfx) = varius
[270] 602 (LegSecurityID) = auctor., [271] 603 (LegSecurityIDSource) = aptent
[272] 604 (NoLegSecurityAltID) = 1, [273] 605 (LegSecurityAltID) = sociosqu
[274] 606 (LegSecurityAltIDSource) = litora, [275] 607 (LegProduct) = 70055
[276] 608 (LegCFICode) = per, [277] 609 (LegSecurityType) = nostra,
[278] 764 (LegSecuritySubType) = inceptos, [279] 610 (LegMaturityMonthYear) = Pellentesque
[280] 611 (LegMaturityDate) = 20180528-15:05:55.851, [281] 248 (LegCouponPaymentDate) = 20180528-15:05:55.851
[282] 249 (LegIssueDate) = 20180528-15:05:55.851, [283] 250 (LegRepoCollateralSecurityType) = luctus
[284] 251 (LegRepurchaseTerm) = 18717, [285] 252 (LegRepurchaseRate) = 63048
[286] 253 (LegFactor) = 6268, [287] 257 (LegCreditRating) = et
[288] 599 (LegInstrRegistry) = nunc., [289] 596 (LegCountryOfIssue) = tellus
[290] 597 (LegStateOrProvinceOfIssue) = feugiat, [291] 598 (LegLocaleOfIssue) = dictum
[292] 254 (LegRedemptionDate) = 20180528-15:05:55.851, [293] 612 (LegStrikePrice) = 46133
[294] 942 (LegStrikeCurrency) = 48806, [295] 613 (LegOptAttribute) = posuere
[296] 614 (LegContractMultiplier) = 41580, [297] 615 (LegCouponRate) = 95318
[298] 616 (LegSecurityExchange) = nibh., [299] 617 (LegIssuer) = ornare,
[300] 618 (EncodedLegIssuerLen) = 20, [301] 619 (EncodedLegIssuer) = YHdufg7mfqqmwnQTTih5
[302] 620 (LegSecurityDesc) = semper, [303] 621 (EncodedLegSecurityDescLen) = 20
[304] 622 (EncodedLegSecurityDesc) = GTcXtKUh3PyBOoY40QJE, [305] 623 (LegRatioQty) = 54291
[306] 624 (LegSide) = laoreet,, [307] 556 (LegCurrency) = 33504
[308] 740 (LegPool) = odio, [309] 739 (LegDatedDate) = 20180528-15:05:55.851
[310] 955 (LegContractSettlMonth) = velit,, [311] 956 (LegInterestAccrualDate) = 20180528-15:05:55.851
[312] 687 (LegQty) = 10993, [313] 690 (LegSwapType) = 4[RISK]
[314] 587 (LegSettlType) = sollicitudin, [315] 588 (LegSettlDate) = 20180528-15:05:55.851
[316] 683 (NoLegStipulations) = 3, [317] 688 (LegStipulationType) = augue
[318] 689 (LegStipulationValue) = odio., [319] 688 (LegStipulationType) = tempor
[320] 689 (LegStipulationValue) = nisi,, [321] 688 (LegStipulationType) = euismod
[322] 689 (LegStipulationValue) = convallis, [323] 539 (NoNestedPartyIDs) = 1
[324] 524 (NestedPartyID) = Donec, [325] 525 (NestedPartyIDSource) = erat
[326] 538 (NestedPartyRole) = 58267, [327] 804 (NoNestedPartySubIDs) = 1
[328] 545 (NestedPartySubID) = vel, [329] 805 (NestedPartySubIDType) = 39661
[330] 676 (LegBenchmarkCurveCurrency) = 18572, [331] 677 (LegBenchmarkCurveName) = nulla
[332] 678 (LegBenchmarkCurvePoint) = ac., [333] 679 (LegBenchmarkPrice) = 61904
[334] 680 (LegBenchmarkPriceType) = 49290, [335] 735 (NoQuoteQualifiers) = 1
[336] 695 (QuoteQualifier) = vel, [337] 692 (QuotePriceType) = 4[DISCOUNT_PERCENTAGE_POINTS_BELOW_PAR]
[338] 40 (OrdType) = L[PREVIOUS_FUND_VALUATION_POINT], [339] 62 (ValidUntilTime) = 20180528-15:05:55.851
[340] 126 (ExpireTime) = 20180528-15:05:55.851, [341] 60 (TransactTime) = 20180528-15:05:55.851
[342] 218 (Spread) = 98069, [343] 220 (BenchmarkCurveCurrency) = 32948
[344] 221 (BenchmarkCurveName) = eros.
Nam, [345] 222 (BenchmarkCurvePoint) = urna,
[346] 662 (BenchmarkPrice) = 59424, [347] 663 (BenchmarkPriceType) = 27199
[348] 699 (BenchmarkSecurityID) = sit, [349] 761 (BenchmarkSecurityIDSource) = bibendum
[350] 423 (PriceType) = 2[PER_UNIT], [351] 44 (Price) = 45962
[352] 640 (Price2) = 72875, [353] 235 (YieldType) = COMPOUND[COMPOUND_YIELD]
[354] 236 (Yield) = 1838, [355] 701 (YieldCalcDate) = 20180528-15:05:55.851
[356] 696 (YieldRedemptionDate) = 20180528-15:05:55.851, [357] 697 (YieldRedemptionPrice) = 19950
[358] 698 (YieldRedemptionPriceType) = 71656, [359] 453 (NoPartyIDs) = 1
[360] 448 (PartyID) = amet,, [361] 447 (PartyIDSource) = E[ISO_COUNTRY_CODE]
[362] 452 (PartyRole) = 18[CONTRA_CLEARING_FIRM], [363] 802 (NoPartySubIDs) = 3
[364] 523 (PartySubID) = non, [365] 803 (PartySubIDType) = 1[FIRM]
[366] 523 (PartySubID) = Nam, [367] 803 (PartySubIDType) = 8[EMAIL_ADDRESS]
[368] 523 (PartySubID) = mi,, [369] 803 (PartySubIDType) = 19[FUND_ACCOUNT_NAME]
[370] 55 (Symbol) = et, [371] 65 (SymbolSfx) = in,
[372] 48 (SecurityID) = sed, [373] 22 (SecurityIDSource) = C[DUTCH]
[374] 454 (NoSecurityAltID) = 2, [375] 455 (SecurityAltID) = Nulla
[376] 456 (SecurityAltIDSource) = leo, [377] 455 (SecurityAltID) = odio
[378] 456 (SecurityAltIDSource) = placerat., [379] 460 (Product) = 3[CORPORATE]
[380] 461 (CFICode) = felis, [381] 167 (SecurityType) = DEFLTED[DEFAULTED]
[382] 762 (SecuritySubType) = elementum, [383] 200 (MaturityMonthYear) = mollis
[384] 541 (MaturityDate) = 20180528-15:05:55.852, [385] 201 (PutOrCall) = 1[CALL]
[386] 224 (CouponPaymentDate) = 20180528-15:05:55.852, [387] 225 (IssueDate) = 20180528-15:05:55.852
[388] 239 (RepoCollateralSecurityType) = euismod, [389] 226 (RepurchaseTerm) = 86057
[390] 227 (RepurchaseRate) = 65833, [391] 228 (Factor) = 1194
[392] 255 (CreditRating) = diam., [393] 543 (InstrRegistry) = porttitor
[394] 470 (CountryOfIssue) = eget, [395] 471 (StateOrProvinceOfIssue) = cursus,
[396] 472 (LocaleOfIssue) = hendrerit, [397] 240 (RedemptionDate) = 20180528-15:05:55.852
[398] 202 (StrikePrice) = 131, [399] 947 (StrikeCurrency) = 78944
[400] 206 (OptAttribute) = tempus., [401] 231 (ContractMultiplier) = 70971
[402] 223 (CouponRate) = 95518, [403] 207 (SecurityExchange) = et
[404] 106 (Issuer) = fames, [405] 348 (EncodedIssuerLen) = 20
[406] 349 (EncodedIssuer) = gvBeY7cIqDZy3OpV7vrd, [407] 107 (SecurityDesc) = ante
[408] 350 (EncodedSecurityDescLen) = 20, [409] 351 (EncodedSecurityDesc) = F5UBJWJdosu73Z2tKaPo
[410] 691 (Pool) = primis, [411] 667 (ContractSettlMonth) = faucibus.
[412] 875 (CPProgram) = 2[4], [413] 876 (CPRegType) = egestas
[414] 864 (NoEvents) = 2, [415] 865 (EventType) = 3[TENDER]
[416] 866 (EventDate) = 20180528-15:05:55.852, [417] 867 (EventPx) = 66937
[418] 868 (EventText) = ac, [419] 865 (EventType) = 4[SINKING_FUND_CALL]
[420] 866 (EventDate) = 20180528-15:05:55.852, [421] 867 (EventPx) = 54678
[422] 868 (EventText) = semper., [423] 873 (DatedDate) = 20180528-15:05:55.852
[424] 874 (InterestAccrualDate) = 20180528-15:05:55.852, [425] 913 (AgreementDesc) = rhoncus
[426] 914 (AgreementID) = nulla,, [427] 915 (AgreementDate) = 20180528-15:05:55.852
[428] 918 (AgreementCurrency) = 87613, [429] 788 (TerminationType) = 3[FLEXIBLE]
[430] 916 (StartDate) = 20180528-15:05:55.852, [431] 917 (EndDate) = 20180528-15:05:55.852
[432] 919 (DeliveryType) = 2[TRI_PARTY], [433] 898 (MarginRatio) = 52544
[434] 711 (NoUnderlyings) = 2, [435] 311 (UnderlyingSymbol) = ornare
[436] 312 (UnderlyingSymbolSfx) = iaculis, [437] 309 (UnderlyingSecurityID) = Aliquam
[438] 305 (UnderlyingSecurityIDSource) = volutpat., [439] 457 (NoUnderlyingSecurityAltID) = 2
[440] 458 (UnderlyingSecurityAltID) = condimentum, [441] 459 (UnderlyingSecurityAltIDSource) = sem
[442] 458 (UnderlyingSecurityAltID) = porttitor., [443] 459 (UnderlyingSecurityAltIDSource) = pellentesque
[444] 462 (UnderlyingProduct) = 88953, [445] 463 (UnderlyingCFICode) = eget
[446] 310 (UnderlyingSecurityType) = tincidunt, [447] 763 (UnderlyingSecuritySubType) = ipsum
[448] 313 (UnderlyingMaturityMonthYear) = sit, [449] 542 (UnderlyingMaturityDate) = 20180528-15:05:55.852
[450] 315 (UnderlyingPutOrCall) = 22176, [451] 241 (UnderlyingCouponPaymentDate) = 20180528-15:05:55.852
[452] 242 (UnderlyingIssueDate) = 20180528-15:05:55.852, [453] 243 (UnderlyingRepoCollateralSecurityType) = consectetur
[454] 244 (UnderlyingRepurchaseTerm) = 10366, [455] 245 (UnderlyingRepurchaseRate) = 34224
[456] 246 (UnderlyingFactor) = 79708, [457] 256 (UnderlyingCreditRating) = elit.
[458] 595 (UnderlyingInstrRegistry) = odio, [459] 592 (UnderlyingCountryOfIssue) = blandit
[460] 593 (UnderlyingStateOrProvinceOfIssue) = semper, [461] 594 (UnderlyingLocaleOfIssue) = bibendum
[462] 247 (UnderlyingRedemptionDate) = 20180528-15:05:55.852, [463] 316 (UnderlyingStrikePrice) = 5436
[464] 941 (UnderlyingStrikeCurrency) = 43761, [465] 317 (UnderlyingOptAttribute) = lectus.
[466] 436 (UnderlyingContractMultiplier) = 38834, [467] 435 (UnderlyingCouponRate) = 70808
[468] 308 (UnderlyingSecurityExchange) = vel, [469] 306 (UnderlyingIssuer) = magna.
[470] 362 (EncodedUnderlyingIssuerLen) = 20, [471] 363 (EncodedUnderlyingIssuer) = FUhNrePqi8OzowM1LIVF
[472] 307 (UnderlyingSecurityDesc) = et, [473] 364 (EncodedUnderlyingSecurityDescLen) = 20
[474] 365 (EncodedUnderlyingSecurityDesc) = nS6ZwayzoubbFj0vSBza, [475] 877 (UnderlyingCPProgram) = leo,
[476] 878 (UnderlyingCPRegType) = iaculis, [477] 318 (UnderlyingCurrency) = 69332
[478] 879 (UnderlyingQty) = 39609, [479] 810 (UnderlyingPx) = 62530
[480] 882 (UnderlyingDirtyPrice) = 96193, [481] 883 (UnderlyingEndPrice) = 59773
[482] 884 (UnderlyingStartValue) = 6079, [483] 885 (UnderlyingCurrentValue) = 7825
[484] 886 (UnderlyingEndValue) = 87341, [485] 887 (NoUnderlyingStips) = 1
[486] 888 (UnderlyingStipType) = Nullam, [487] 889 (UnderlyingStipValue) = lectus,
[488] 311 (UnderlyingSymbol) = eget, [489] 312 (UnderlyingSymbolSfx) = vitae,
[490] 309 (UnderlyingSecurityID) = ac, [491] 305 (UnderlyingSecurityIDSource) = Quisque
[492] 457 (NoUnderlyingSecurityAltID) = 1, [493] 458 (UnderlyingSecurityAltID) = tincidunt
[494] 459 (UnderlyingSecurityAltIDSource) = Class, [495] 462 (UnderlyingProduct) = 53971
[496] 463 (UnderlyingCFICode) = taciti, [497] 310 (UnderlyingSecurityType) = ad
[498] 763 (UnderlyingSecuritySubType) = torquent, [499] 313 (UnderlyingMaturityMonthYear) = conubia
[500] 542 (UnderlyingMaturityDate) = 20180528-15:05:55.852, [501] 315 (UnderlyingPutOrCall) = 75279
[502] 241 (UnderlyingCouponPaymentDate) = 20180528-15:05:55.852, [503] 242 (UnderlyingIssueDate) = 20180528-15:05:55.852
[504] 243 (UnderlyingRepoCollateralSecurityType) = per, [505] 244 (UnderlyingRepurchaseTerm) = 76055
[506] 245 (UnderlyingRepurchaseRate) = 29491, [507] 246 (UnderlyingFactor) = 52119
[508] 256 (UnderlyingCreditRating) = himenaeos., [509] 595 (UnderlyingInstrRegistry) = eu
[510] 592 (UnderlyingCountryOfIssue) = risus,, [511] 593 (UnderlyingStateOrProvinceOfIssue) = tincidunt
[512] 594 (UnderlyingLocaleOfIssue) = Morbi, [513] 247 (UnderlyingRedemptionDate) = 20180528-15:05:55.852
[514] 316 (UnderlyingStrikePrice) = 39587, [515] 941 (UnderlyingStrikeCurrency) = 77662
[516] 317 (UnderlyingOptAttribute) = mi,, [517] 436 (UnderlyingContractMultiplier) = 82087
[518] 435 (UnderlyingCouponRate) = 95547, [519] 308 (UnderlyingSecurityExchange) = vel
[520] 306 (UnderlyingIssuer) = ac,, [521] 362 (EncodedUnderlyingIssuerLen) = 20
[522] 363 (EncodedUnderlyingIssuer) = q3oobkgQ3Z640isQeAjQ, [523] 307 (UnderlyingSecurityDesc) = non
[524] 364 (EncodedUnderlyingSecurityDescLen) = 20, [525] 365 (EncodedUnderlyingSecurityDesc) = 7kTJBb3fHBaR9Rw8ZuaB
[526] 877 (UnderlyingCPProgram) = Pellentesque, [527] 878 (UnderlyingCPRegType) = lorem
[528] 318 (UnderlyingCurrency) = 60293, [529] 879 (UnderlyingQty) = 86688
[530] 810 (UnderlyingPx) = 7442, [531] 882 (UnderlyingDirtyPrice) = 98875
[532] 883 (UnderlyingEndPrice) = 48484, [533] 884 (UnderlyingStartValue) = 73387
[534] 885 (UnderlyingCurrentValue) = 210, [535] 886 (UnderlyingEndValue) = 17876
[536] 887 (NoUnderlyingStips) = 2, [537] 888 (UnderlyingStipType) = consequat
[538] 889 (UnderlyingStipValue) = sapien, [539] 888 (UnderlyingStipType) = tempor
[540] 889 (UnderlyingStipValue) = a, [541] 140 (PrevClosePx) = 8373
[542] 303 (QuoteRequestType) = 2[AUTOMATIC], [543] 537 (QuoteType) = [undefined]
[544] 336 (TradingSessionID) = purus, [545] 625 (TradingSessionSubID) = ut
[546] 229 (TradeOriginationDate) = 20180528-15:05:55.852, [547] 54 (Side) = D[SUBSCRIBE]
[548] 854 (QtyType) = [undefined], [549] 38 (OrderQty) = 34154
[550] 152 (CashOrderQty) = 21873, [551] 516 (OrderPercent) = 68775
[552] 468 (RoundingDirection) = 2[ROUND_UP], [553] 469 (RoundingModulus) = 50047
[554] 63 (SettlType) = 0[REGULAR], [555] 64 (SettlDate) = 20180528-15:05:55.852
[556] 193 (SettlDate2) = 20180528-15:05:55.852, [557] 192 (OrderQty2) = 76318
[558] 15 (Currency) = 32952, [559] 232 (NoStipulations) = 3
[560] 233 (StipulationType) = PPL[POOLS_PER_LOT], [561] 234 (StipulationValue) = Proin
[562] 233 (StipulationType) = ISSUE[YEAR_OR_YEAR_MONTH_OF_ISSUE], [563] 234 (StipulationValue) = justo
